COADREAD	Labels	B:MUTA:nons:TP53::	B:MUTA:COMP:MLH1::	N:GEXP::MLH1:4292:	N:METH:cg00893636:MLH1:TssU2:Island	N:METH:cg04274487:RAB31:TssD133:Island	B:MUTA:LOF:MLH1::	N:METH:cg03414321:HCK:TssD21:Island	B:MUTA:COMP:SFRP5::	N:GEXP::GNAS:2778:	N:GEXP::CCND2:894:	N:GEXP::RNF128:79589:	N:METH:cg16884569:RASSF2:TssD656:Island	N:METH:cg23764381:ATRNL1:TssU438:Island	N:METH:cg10182321:STK32B:TssU777:Shore	N:GEXP::GPX2:2877:	N:METH:cg11476211:PRKCE:TssU216:Island	N:METH:cg01888411:ABTB2:TssD1263:Island	N:GEXP::CXCL14:9547:	N:METH:cg02982690:BHLHE22:TssU79:Shore	N:GEXP::EPM2AIP1:9852:	N:METH:cg19187185:RRAGD:TssU507:Shore	N:METH:cg16580737:MME:TssU57:Island	N:METH:cg09542745:SFRP5:TssD546:Island	N:GEXP::ATP5A1:498:	N:GEXP::PRR15:222171:	N:METH:cg18416881:AKR1B1:TssD28:Island	N:METH:cg02136132:KCNK13:TssU219:Island	N:METH:cg09979256:RSPO3:TssU80:Island	N:GEXP::DDX27:55661:	N:METH:cg19803671:UBE2E2:TssD600:Shore	N:GEXP::SLC25A3:5250:	N:METH:cg10073723:BMPER:TssU311:Island	N:METH:cg13436799:LRP2:TssD48:Island	B:MUTA:LOF:CUL1::	N:METH:cg25179291:FNBP1:TssU265:Island	N:METH:cg24009736:B4GALNT1:TssD89:Island	N:METH:cg07744166:WASF3:TssU357:Shore	N:METH:cg22188495:PRICKLE1:TssU308:Shore	N:METH:cg09185773:WASF3:TssD885:Shore	N:GEXP::TCF7:6932:	N:METH:cg19237753:SIRPA:TssD272:Shore	N:METH:cg25924032:BMS1:TssD99:Island	N:METH:cg05702737:WNT10A:TssD211:Island	N:METH:cg09470640:PTPRO:TssD316:Shore	N:METH:cg17347389:TRIM9:TssD134:Shore	N:METH:cg06150468:BATF3:TssU757:Shore	N:METH:cg23096644:SGCE:TssD777:Shore	N:GEXP::C10orf99:387695:	N:METH:cg18762485:CH25H:TssU93:Shore	N:METH:cg25917510:HOXC8:TssU3:Island	N:GEXP::LRP4:4038:	N:GEXP::PBK:55872:	I:CNVR::METTL16:79066:	B:MUTA:LOF:KCNQ5::	N:GEXP::TPD52L2:7165:	N:GEXP::LRP1:4035:	N:METH:cg03770147:KLF7:TssD460:Shore	N:METH:cg22967284:SLIT1:TssU214:Island	N:METH:cg18244915:ZNF570:TssU35:Shore	N:GEXP::EN2:2020:	N:GEXP::CACNA2D2:9254:	N:METH:cg08228917:LHFP:TssD247:Island	N:METH:cg08478189:KLF7:TssD4:Shore	N:METH:cg09339301:QKI:TssD18:Island	N:METH:cg01803238:BCL2:TssD20:Island	N:GEXP::QPCT:25797:	N:GEXP::APOL3:80833:	N:MIR::hsa-miR-6715b-3p:Corrected:	N:METH:cg07806164:UBE2E2:TssD34:Island	N:GEXP::KDSR:2531:	N:GEXP::AXIN2:8313:	N:GEXP::NDUFC2:4718:	N:GEXP::FDFT1:2222:	B:MUTA:COMP:WWC1::	B:MUTA:nons:MACF1::	N:METH:cg17885062:NRCAM:TssD349:Island	N:METH:cg03884783:ZNF569:TssD114:Island	I:CNVR::ZNF396:252884:	I:CNVR::CDH19:28513:	N:GEXP::PXMP4:11264:	N:MIR::hsa-miR-34c-5p:Corrected:	N:MIR::hsa-miR-212-3p:Corrected:	N:MIR::hsa-miR-625-5p:Corrected:	N:MIR::hsa-miR-195-3p:Corrected:	N:METH:cg15628498:ONECUT1:TssD374:Island	N:METH:cg15205507:ZNF331:TssD44:Island	I:CNVR::PIK3C3:5289:	I:CNVR::ZNF397:84307:	I:CNVR::C18orf21:83608:	N:METH:cg02407785:PCDH9:TssD293:Shore	N:GEXP::POFUT1:23509:	N:GEXP::ZMYND8:23613:	I:CNVR::YTHDF2:51441:	N:METH:cg03100040:ZNF345:TssD37:Island	B:MUTA:nons:ACVR2A::	I:CNVR::LOXHD1:125336:	N:METH:cg13843773:C4orf22:TssU64:Shore	I:CNVR::DSC3:1825:	N:GEXP::PLAGL2:5326:	I:CNVR::RNF133:168433:	N:METH:cg22634689:TMEM121:TssU80:Island	I:CNVR::ZNF24:7572:	N:GEXP::MOCS3:27304:	N:GEXP::KCNRG:283518:	N:GEXP::INTS10:55174:	I:CNVR::BCL2:596:	I:CNVR::SLC25A52:147407:	I:CNVR::CELF4:56853:	I:CNVR::PCAT18:728606:	I:CNVR::SMAD7:4092:	I:CNVR::CDH2:1000:	N:METH:cg26829131:HOXC-AS1:TssD30:Island	N:GEXP::PAX9:5083:	N:GEXP::ST6GAL1:6480:	N:GEXP::RPS27A:6233:	I:CNVR::SERPINB7:8710:	N:GEXP::PIGU:128869:	N:GEXP::GNG4:2786:	N:GEXP::LYG1:129530:	N:GEXP::YBX1:4904:	I:CNVR::CSTF2T:23283:	I:CNVR::CDH13:1012:	N:MIR::hsa-miR-3131:Corrected:	N:MIR::hsa-miR-206:Corrected:	N:MIR::hsa-miR-450a-5p:Corrected:	N:GEXP::OCRL:4952:	N:GEXP::DEFA5:1670:	B:MUTA:HOTS:PIK3CA:pE545:	N:GEXP::RNF160:26046:	N:GEXP::RPL37:6167:	N:GEXP::RPL12:6136:	B:MUTA:LOF:SOX9::	N:MIR::hsa-miR-128-1-5p:Corrected:	N:MIR::hsa-miR-92a-1-5p:Corrected:	N:MIR::hsa-miR-339-3p:Corrected:	N:GEXP::R3HDML:140902:	N:MIR::hsa-miR-6718-5p:Corrected:	I:CNVR::SNORA37:677819:	I:CNVR::RAB9BP1:9366:	B:MUTA:COMP:KANSL1::	N:MIR::hsa-miR-491-5p:Corrected:	N:MIR::hsa-miR-33b-5p:Corrected:	I:CNVR::GALNT13:114805:	B:MUTA:HOTS:PCBP1:pL102:	B:MUTA:HOTS:SMAD2:pS464:	B:MUTA:nons:WWC1::	B:MUTA:HOTS:KRAS:pA146:	I:CNVR::OC90:729330:	I:CNVR::RBFOX3:146713:	I:CNVR::CTB-118N6.3:101927233:	I:CNVR::LINC00659:100652730:	I:CNVR::ZNF716:441234:	I:CNVR::RP11-452N4.1:286094:	I:CNVR::SYN3:8224:	I:CNVR::GMDS:2762:	N:GEXP::CYP51A1:1595:	N:GEXP::LCN15:389812:	N:MIR::hsa-miR-323b-3p:Corrected:
TCGA-CK-6748	COADREAD_1	0	0	466.57	0.034793	0.09034099999999999	0	0.026756	0	32553.0	1551.3	1775.7	0.02745	0.034742	0.074629	20493.0	0.20206	0.084593	7151.8	0.27641	258.08	0.045642	0.47575	0.021934	7658.2	3387.1	0.10029	0.064196	0.03246	2966.1	0.10822999999999999	7114.8	0.037219999999999996	0.038289	0	0.05625700000000001	0.3983	0.16027	0.042774	0.39776999999999996	2900.6	0.038202	0.018415	0.07354	0.048212	0.064976	0.052117	0.26834	963.22	0.029879000000000003	0.04682	380.34	277.59	1	1	4496.6	14956.0	0.049795	0.032780000000000004	0.035545	0.8128	17.883	0.076525	0.0536	0.05728099999999999	0.039708999999999994	535.66	141.03	0.84414	0.08733099999999999	1530.2	1778.9	1630.2	5369.6	0	0	0.040378	0.045366000000000004	-1	-1	542.57	1.8089	4.3413	1.9295	0.96473	0.026227999999999998	0.65966	-1	-1	-1	0.031810000000000005	4505.6	4894.1	-1	0.075588	0	-1	0.031992	-1	3429.4	0	0.39516999999999997	-1	567.36	18.525	1758.6	-1	-1	-1	-1	-1	-1	0.057655	9.3477	5077.8	10232.0	-1	2015.8	1240.0	0.4064	10126.0	0	0	4.3413	0.0	6.0296	1527.3	13.412	0	580.37	18076.0	22301.0	0	2.5324	5.7884	4.4619	14.225	0.48236999999999997	-1	0	0	1.4471	2.1706	0	0	0	0	0	1	0	0	1	0	1	-1	0	1465.2	7.3156	2.4118
TCGA-CK-6751	COADREAD_3	0	0	805.37	0.046524	0.64684	0	0.3553	1	13126.0	5541.9	773.48	0.60995	0.071587	0.44616999999999996	4949.6	0.050681	0.071002	1361.7	0.49344	325.99	0.44983999999999996	0.6772600000000001	0.59014	15106.0	1127.8	0.71023	0.61688	0.68603	1500.4	0.12067	12352.0	0.034378	0.68886	0	0.53313	0.34355	0.60898	0.26194	0.64455	830.17	0.41493	0.32331	0.42608	0.58673	0.69968	0.20006	0.61833	2075.4	0.15904000000000001	0.1831	6033.1	892.43	0	1	2270.3	4932.4	0.051263	0.2057	0.65292	0.5062	64.28699999999999	0.074465	0.041554	0.6658	0.035823	263.73	198.94	0.7682899999999999	0.081498	1181.0	2661.1	1972.2	9951.4	0	0	0.64298	0.7048300000000001	0	0	333.08	2.8171	8.1951	9.7316	1.0244	0.49466000000000004	0.68607	0	0	0	0.43709	1806.1	1134.4	0	0.056955	1	0	0.034174	0	1166.8	0	0.32287	0	144.77	5.8871	1231.6	0	0	0	0	0	0	0.57403	80.992	1071.6	12429.0	0	870.16	963.3	1.0124	14585.0	0	0	3.3292	0.0	7.6829	1309.0	19.236	0	577.58	18449.0	24896.0	0	10.5	6.6585	9.7316	1.5186	0.7682899999999999	0	0	0	3.0731	12.036	0	0	0	0	0	0	0	-1	0	0	0	0	0	3636.0	1936.7	8.1951
TCGA-CL-4957	COADREAD_1	1	0	854.16	0.025465	0.099571	0	0.019103	0	18017.0	3513.9	2045.6	0.086809	0.026489999999999996	0.054977	15708.0	0.025886000000000003	0.033027	4324.2	0.044185	502.4	0.029339999999999998	0.31944	0.032996	5646.6	1053.8	0.51489	0.026498	0.37988	2687.4	0.10962999999999999	12457.0	0.018377	0.1043	0	0.020850999999999998	0.35731999999999997	0.37878	0.032361	0.18895	1469.8	0.040001999999999996	0.014457	0.061736	0.026054	0.046618	0.044706	0.15284	1217.5	0.019582	0.049083999999999996	1034.8	398.58	0	1	3775.7	7200.6	0.035723000000000005	0.066979	0.031093	1.089	34.123000000000005	0.038118	0.037331	0.3538	0.037205	1012.8	274.44	1.9501	0.052264	594.25	1713.0	1796.5	3111.0	0	0	0.057786000000000004	0.051217	-1	-1	712.59	1.1143	7.8002	2.2286	1.6715	0.023190000000000002	0.33524	-1	-1	-1	0.018934	5903.3	2144.3	0	0.038995999999999996	0	-1	0.018625	-1	3691.1	1	0.036331	-1	487.16	11.536	590.25	-1	0	-1	-1	-1	-1	0.099571	21.781	7086.7	11714.0	-1	2002.4	116.53	0.363	17685.0	-1	1	8.6359	2.2286	5.8502	1524.3	14.883	0	523.46	15292.0	8918.8	0	7.5216	15.322000000000001	13.929	13.794	1.3929	-1	0	0	0.55716	2.5072	0	0	0	0	0	0	0	0	1	0	0	-1	0	3637.7	13.068	3.0644
TCGA-CL-5917	COADREAD_1	1	0	628.05	0.051024	0.052686000000000004	0	0.021685	0	34238.0	3546.5	4221.8	0.18445999999999999	0.034969	0.048898000000000004	15698.0	0.070465	0.05239	7574.3	0.033844	718.55	0.045725999999999996	0.29397	0.028695	4762.8	1828.4	0.52583	0.06792000000000001	0.7769199999999999	4012.4	0.11852	6511.2	0.024967	0.032345	0	0.03422	0.05386799999999999	0.35609	0.06477100000000001	0.13480999999999999	1793.6	0.048386	0.016141	0.058694	0.032449	0.041208	0.036002	0.045333	424.17	0.025506	0.032527999999999994	1673.6	230.23	0	1	6535.1	10893.0	0.033152	0.0295	0.028468	1.4918	25.36	0.061644000000000004	0.047434	0.04804	0.034725	1783.7	233.22	1.6037	0.072545	983.09	3580.4	1545.5	1694.7	0	0	0.043424000000000004	0.046898	-1	-1	701.64	1.8327	5.9564	3.6655	0.45819	0.030601	0.044057	-1	-1	-1	0.017943999999999998	6992.0	3339.6	0	0.058824	0	-1	0.029887999999999998	-1	3676.8	1	0.078927	-1	647.94	16.534000000000002	658.38	-1	-1	-1	-1	-1	-1	0.038111	2.9836	7842.4	10050.0	-1	1465.4	2351.1	2.4863	9887.1	0	0	0.22909000000000002	1.3746	8.9346	1287.9	0.9945	0	880.66	9771.3	11669.0	0	7.331	18.785999999999998	16.495	20.885	0.0	-1	0	0	0.45819	1.1455	1	0	0	0	0	1	0	0	1	1	1	0	0	2051.2	2.4863	0.68728
TCGA-CL-5918	COADREAD_2	1	0	447.37	0.048767000000000005	0.10855	0	0.023419	1	13135.0	3310.0	3910.5	0.50131	0.039437	0.1482	21205.0	0.027101999999999998	0.058987	2743.0	0.12247000000000001	209.14	0.037404	0.7396199999999999	0.66879	4540.1	2638.7	0.75827	0.041743	0.76559	4311.2	0.085199	8354.6	0.022672	0.13525	0	0.033425	0.5384899999999999	0.07914500000000001	0.20126	0.059657	2785.8	0.04712	0.19613	0.064279	0.035176	0.20012	0.12434	0.48903	1852.6	0.033363	0.42013	1439.1	679.02	-1	1	7086.0	6066.1	0.041826	0.12847999999999998	0.74803	6.5871	25.25	0.042318	0.049056	0.56008	0.044962	408.4	472.62	1.1798	0.07663500000000001	977.08	8123.5	2841.2	7205.2	0	0	0.09794299999999999	0.80311	-1	-1	1035.3	1.1798	7.9217	5.8992	0.67419	0.034385	0.6078100000000001	-1	-1	-1	0.07916799999999999	6697.4	2392.8	0	0.049569	0	-1	0.1337	-1	3152.5	1	0.037649	-1	648.83	15.347999999999999	2358.7	-1	-1	-1	-1	-1	-1	0.36912	3.8425	1425.0	14884.0	-1	2378.5	3083.8	4.3914	17806.0	0	0	4.7193	1.5169	9.1016	1208.2	711.95	0	460.55	23539.0	19148.0	0	4.3822	4.7193	13.989	22.506	1.1798	-1	0	0	0.67419	2.5282	1	0	0	0	0	1	0	-1	1	1	1	0	0	3581.2	1.6468	1.854
TCGA-CM-4743	COADREAD_4	0	1	73.475	0.31706999999999996	0.46031000000000005	1	0.16887	0	19992.0	3347.4	1006.2	0.23385999999999998	0.4153	0.32234	1930.3	0.38034	0.31112	176.21	0.34064	56.04	0.42973	0.38149	0.27947	12992.0	438.98	0.53272	0.32304	0.37209000000000003	1109.6	0.49788000000000004	10818.0	0.22421	0.3806	0	0.46531000000000006	0.41198999999999997	0.24133000000000002	0.35364	0.14568	196.14	0.28112	0.14045	0.54951	0.11102999999999999	0.2805	0.40457	0.30188000000000004	113.95	0.09208999999999999	0.42908999999999997	84.06	758.41	0	0	3344.3	583.44	0.34286	0.11614000000000001	0.37963	0.0	14.321	0.56386	0.25519000000000003	0.39855	0.18749000000000002	805.11	821.92	0.34471	0.23434000000000002	1941.5	47.321999999999996	1759.0	3232.9	0	0	0.423	0.52854	0	0	209.22	1.3789	8.2732	18.615	0.68943	0.26184	0.42239	0	0	0	0.17752	909.71	455.17	0	0.5370199999999999	0	0	0.27092	0	386.05	0	0.42788999999999994	0	195.52	23.885	1286.4	0	0	0	0	0	0	0.28713	89.041	358.65	11002.0	0	805.11	10.585	96.51299999999999	15123.0	0	0	0.68943	0.0	10.341	569.74	1.868	0	165.63	18770.0	14074.0	0	8.2732	7.239	8.9626	0.6227	0.34471	0	0	0	0.34471	3.1024	0	0	0	0	0	0	0	0	0	0	0	0	0	1980.7	0.0	1.3789
TCGA-CM-4744	COADREAD_2	0	0	714.62	0.041199	0.47452	0	0.064969	1	27122.0	7996.1	1901.2	0.36664	0.043124	0.29827	11448.0	0.43832	0.29241999999999996	11639.0	0.56302	280.21	0.41417	0.54937	0.52875	14116.0	1934.8	0.62069	0.49066000000000004	0.63334	1768.2	0.14290999999999998	10775.0	0.030723	0.60933	0	0.071153	0.33309	0.32928	0.29472	0.33428	1413.8	0.54673	0.24845	0.060270000000000004	0.40275	0.47352	0.2464	0.34755	644.28	0.14731	0.094868	284.69	1036.6	0	1	4193.8	1678.5	0.039255	0.13928	0.58692	0.0	5.0244	0.47212	0.029557999999999997	0.52263	0.24729	622.64	767.96	-0.1289	0.053805	1692.8	5916.9	4487.6	8268.2	0	0	0.036889	0.6499	0	0	287.55	3.7881	5.205	6.0852	-0.17347	0.37012	0.5352899999999999	0	0	0	0.31754	2103.7	744.38	0	0.63795	0	0	0.064307	0	1060.2	1	0.23238000000000003	0	303.4	10.644	2540.8	0	0	0	0	0	0	0.26599	6.1839	66.477	18680.0	0	1207.4	600.22	3.0919	16704.0	0	1	0.09958099999999999	1.7258	9.4379	982.08	58.747	0	275.95	31476.0	39475.0	0	2.2795	16.855999999999998	7.9039	5.7974	1.206	0	0	0	-0.20836	1.9423	0	0	0	0	0	1	0	0	1	1	1	0	0	2911.8	131.41	1.4074
TCGA-CM-4746	COADREAD_5	1	1	299.06	0.044786	0.06767000000000001	0	0.026273	0	32262.0	2352.7	889.95	0.021736000000000002	0.031331	0.22288000000000002	16517.0	0.030945	0.47098	754.98	0.20638	231.85	0.09464199999999999	0.043969	0.034343	15948.0	1702.2	0.64341	0.18855999999999998	0.074682	2296.2	0.10192000000000001	11456.0	0.034559	0.06124299999999999	0	0.03584	0.06627899999999999	0.45457	0.036884	0.047932	344.36	0.4305	0.01595	0.11984000000000002	0.29846	0.095572	0.08989	0.26954	1895.7	0.03425	0.055672	462.84	861.93	-1	1	4238.2	1728.9	0.033742	0.057183000000000005	0.06590499999999999	0.11467999999999999	616.72	0.047318	0.056891	0.31577	0.039294	581.16	424.83	-0.1289	0.1258	1342.6	3119.1	1815.9	10010.0	0	0	0.041036	0.07612000000000001	0	0	669.59	5.3262	8.6377	7.2271	-0.17347	0.41896000000000005	0.69691	0	0	0	0.21531	3234.0	504.52	0	0.096822	0	0	0.027009	0	1383.6	0	0.071413	0	668.97	19.477999999999998	2803.1	0	0	0	0	0	0	0.3597	71.541	825.11	20745.0	0	1658.5	897.15	3.6202	16281.0	0	0	0.12007999999999999	-0.21019000000000002	4.3183	994.55	876.06	0	31.825	31617.0	44556.0	0	5.3646	8.6355	7.4101	5.2635	0.83485	0	0	0	0.27691	3.4437	0	0	0	0	1	1	0	0	1	0	1	0	0	3221.4	0.0	0.65798
TCGA-CM-4747	COADREAD_2	0	0	427.61	0.043812000000000004	0.05996900000000001	0	0.53168	0	29126.0	5304.5	1846.6	0.39274000000000003	0.034013999999999996	0.12667	14568.0	0.037377	0.12330999999999999	2963.9	0.5775899999999999	449.74	0.043371	0.25683	0.28704	6703.7	3028.4	0.62028	0.4903	0.60916	2188.1	0.071899	11734.0	0.026706999999999998	0.036117	0	0.041953	0.10425999999999999	0.39369	0.24708000000000002	0.40225	1287.2	0.074725	0.31504	0.068967	0.55073	0.35420999999999997	0.23715999999999998	0.46016	1922.1	0.029135	0.57015	2670.3	365.56	-1	1	2973.6	9954.3	0.053204999999999995	0.24376	0.51498	295.33	17.316	0.048062	0.036205	0.54146	0.039381	2479.6	196.73	0.11604	0.051347000000000004	1331.9	6172.1	1967.3	11653.0	0	0	0.15830999999999998	0.49296999999999996	-1	-1	504.09	2.1042	3.8542	1.6978	3.0672	0.35563	0.5404100000000001	-1	-1	-1	0.4334	2522.8	2509.9	-1	0.056642	0	-1	0.028718	-1	2368.4	1	0.07078200000000001	-1	457.91	12.852	1293.9	-1	-1	-1	-1	-1	-1	0.4286	24.05	6212.1	11537.0	-1	1042.8	15.873	3.8480000000000003	12344.0	0	0	-0.10916	0.23574	8.9292	1491.6	2.886	0	595.48	29845.0	26317.0	0	1.2818	2.6359	5.2615	7.696000000000001	0.5433	-1	-1	0	0.66625	0.68798	0	0	0	0	0	1	0	-1	1	1	1	-1	0	5289.6	44.251999999999995	1.1017
TCGA-CM-4750	COADREAD_2	1	0	403.77	0.045448	0.07085599999999999	0	0.038791	0	27243.0	2546.9	1365.3	0.38944	0.036802999999999995	0.08578	17305.0	0.045406	0.048369999999999996	3095.9	0.21006	223.16	0.041304	0.39202	0.16201	8131.8	3521.7	0.4804	0.23658	0.6729	4431.1	0.064231	11299.0	0.036938	0.19583	0	0.029055	0.16076	0.042827	0.070518	0.19018	1300.0	0.089255	0.32544	0.066254	0.25454	0.042223000000000004	0.05180800000000001	0.14044	686.26	0.027774	0.043293	677.13	750.08	-1	1	7394.2	5520.6	0.045963	0.046526	0.028983999999999996	2.2429	19.551	0.051311	0.05159299999999999	0.41853	0.032524000000000004	268.88	174.36	-0.1289	0.084781	752.42	2981.7	2965.8	9505.7	0	0	0.28278000000000003	0.040003	-1	-1	1168.0	0.74655	3.2568	6.7573	0.85567	0.024675	0.6996899999999999	-1	-1	-1	0.32736	7780.5	1460.8	-1	0.57844	0	-1	0.029445999999999996	-1	4012.3	1	0.033077999999999996	-1	682.31	19.055999999999997	2384.4	-1	-1	-1	-1	-1	-1	0.29754	44.578	2069.0	13646.0	-1	3147.0	891.94	2.2942	13512.0	-1	1	5.737	-0.21019000000000002	9.9939	1007.1	0.6353800000000001	0	239.08	15010.0	13304.0	0	4.3294	10.694	11.698	6.3773	-0.082071	-1	-1	0	1.4136	0.66783	1	0	0	0	0	1	1	-1	1	1	1	-1	1	3804.1	1104.6	-0.061479
TCGA-CM-4751	COADREAD_6	1	0	596.43	0.037406	0.52255	0	0.17055	1	15459.0	5002.7	1043.0	0.36879	0.45753	0.30888000000000004	4107.9	0.033250999999999996	0.069719	3488.6	0.42708	513.71	0.4862	0.4701	0.36576	7040.2	2469.4	0.60219	0.41628999999999994	0.5372600000000001	1757.3	0.53679	10256.0	0.053163999999999996	0.50659	0	0.42255	0.48991999999999997	0.33355999999999997	0.26074	0.17775	1076.3	0.44537	0.30234	0.54706	0.15822999999999998	0.29403	0.37284	0.49842	935.56	0.22411999999999999	0.44182	1171.2	303.93	-1	1	2727.6	9209.3	0.046915	0.17195	0.48802	0.457	138.94	0.53184	0.042083999999999996	0.4913	0.032415	1186.5	560.33	0.31158	0.10013	856.95	899.45	2066.3	3641.2	0	0	0.46208999999999995	0.56219	-1	-1	280.16	1.5579	9.1916	4.8295	1.8695	0.30194	0.5159600000000001	-1	-1	-1	0.19318	1922.3	1113.8	0	0.5656800000000001	0	-1	0.032729	1	1020.1	1	0.50034	-1	178.7	8.5558	725.32	-1	1	-1	1	-1	1	0.29522	32.907	1245.0	9841.9	-1	830.9	22.851999999999997	18.739	11135.0	0	0	3.5832	0.0	2.1811	1057.1	402.65	0	390.31	14108.0	11747.0	1	6.5432	4.6737	7.1663	4.1133	0.31158	-1	0	0	0.93474	1.0905	0	0	0	0	0	1	-1	0	0	1	1	0	0	4426.9	287.02	1.4021
TCGA-CM-4752	COADREAD_1	1	0	712.21	0.050406	0.07234299999999999	0	0.068591	0	23908.0	2089.8	2309.3	0.18335	0.029613	0.072216	19458.0	0.039651	0.044135	2290.1	0.10372999999999999	632.93	0.042785000000000004	0.045031	0.038133999999999994	7902.3	3362.4	0.45195	0.18387	0.55338	2882.4	0.07561799999999999	8221.3	0.031058	0.033783	0	0.032673	0.05814	0.059646000000000005	0.051408	0.089685	848.65	0.053645000000000005	0.045349	0.060546	0.23772	0.048543	0.059404	0.051128	1756.1	0.029486000000000002	0.038867	129.99	245.32	-1	0	4289.5	3006.5	0.05354400000000001	0.05318200000000001	0.47428000000000003	7.2509	35.692	0.050554	0.06498	0.049775	0.032122000000000005	90.234	412.31	-0.1289	0.064703	1336.7	1770.4	3836.2	2250.6	0	0	0.28715	0.63085	-1	-1	858.28	2.4597	9.7925	1.1738	1.381	0.027879	0.044833	-1	-1	-1	0.021013999999999998	6578.6	1315.0	-1	0.052983	0	-1	0.029823000000000002	-1	2701.6	1	0.07297999999999999	-1	759.46	15.1	1081.7	-1	-1	-1	-1	-1	-1	0.10701	36.99	3785.7	11004.0	-1	2148.2	1477.9	21.179000000000002	22366.0	0	0	2.0837	0.74867	4.6272	1491.0	50.41	0	556.76	21809.0	11650.0	0	4.1477	6.4045	8.7819	13.048	-0.082071	-1	-1	0	0.25497	0.76244	0	0	0	0	0	1	1	-1	1	1	1	0	1	4142.3	2.5771	3.6528
TCGA-CM-5341	COADREAD_2	1	0	1327.2	0.055636	0.2785	0	0.51583	1	15315.0	1017.2	1025.5	0.43700000000000006	0.024962	0.14179	18134.0	0.13474	0.057088	4339.1	0.47241000000000005	804.11	0.043955	0.041315	0.32094	8793.8	3119.2	0.5858899999999999	0.11779	0.63634	1230.6	0.070914	11679.0	0.028425	0.37064	0	0.021653	0.35336999999999996	0.55272	0.040254000000000005	0.56128	247.54	0.18765	0.25865	0.092325	0.50688	0.043536	0.044483	0.28676	991.94	0.028359	0.37356999999999996	532.86	1406.9	-1	1	4865.6	1064.2	0.039241000000000005	0.13479000000000002	0.032820999999999996	45.098	13.26	0.030724	0.042151999999999995	0.10884	0.036223000000000005	1409.3	302.02	0.9154	0.074115	1230.2	811.49	4709.8	20430.0	0	0	0.45332	0.050098000000000004	-1	-1	743.65	3.3178	2.4738	0.29579	0.9336399999999999	0.23306	0.50639	-1	-1	-1	0.45985	3302.9	719.14	0	0.044124000000000003	0	-1	0.035298	-1	1035.7	-1	0.061138	-1	509.87	6.3315	3070.2	-1	-1	-1	-1	-1	-1	0.27042	36.999	5886.5	26917.0	-1	1846.2	157.4	20.412	15001.0	-1	0	1.6597	-0.21019000000000002	15.164000000000001	822.12	0.0	0	1022.0	21677.0	27814.0	0	1.8066	6.3108	4.0082	40.064	-0.082071	-1	-1	0	0.94201	0.6439	1	0	0	0	0	1	1	0	1	1	1	-1	-1	7001.7	21.473000000000003	1.2876
TCGA-CM-5344	COADREAD_1	0	0	466.03	0.031262	0.078962	0	0.019438	0	36836.0	8120.3	1009.0	0.058865	0.029169	0.088475	17105.0	0.042220999999999995	0.041655000000000005	715.57	0.033049	474.42	0.052749000000000004	0.074441	0.024547	6357.8	5125.9	0.6189100000000001	0.030507999999999997	0.43533	3703.1	0.08473	7863.4	0.022276	0.023475	0	0.034855000000000004	0.053690999999999996	0.030920999999999997	0.026113	0.040562	317.1	0.03914	0.015571000000000002	0.068969	0.10404000000000001	0.028692000000000002	0.056499	0.070288	2023.9	0.033136	0.038346	1098.8	178.52	-1	1	3350.5	6777.0	0.053229	0.030767000000000003	0.026146	9.37	17.261	0.048195999999999996	0.053072	0.044058	0.027639999999999998	877.33	113.43	2.5322	0.074531	1140.7	1664.4	2120.1	1971.2	0	0	0.21594000000000002	0.057374	-1	-1	565.16	8.1031	3.5451	3.0386	2.279	0.020077	0.27496	-1	-1	-1	0.024263	5121.9	1046.0	-1	0.038318	0	-1	0.027536	-1	2145.7	-1	0.054001	-1	527.68	16.506	576.01	-1	-1	-1	-1	-1	-1	0.054365	7.3974	3004.3	8071.0	-1	1416.3	624.34	4.9316	11966.0	-1	-1	3.0386	0.25322	6.5837	1213.2	10.356	0	380.72	13793.0	16196.0	0	5.8241	8.6095	7.8498	5.9179	0.0	-1	-1	0	1.2661	0.25322	0	0	0	0	0	0	1	-1	1	1	0	0	0	2815.4	8.3837	0.75966
